timestamp_day,hour,replica,mem_mib,cpu_millicores
27,10,checkout-6d9-b,210.5,5.1
27,11,checkout-6d9-a,209.4,8.5
27,11,checkout-6d9-b,220.0,10.7
27,12,checkout-6d9-a,220.7,8.2
27,12,checkout-6d9-b,220.0,11.9
27,13,checkout-6d9-a,227.8,7.3
27,13,checkout-6d9-b,228.5,7.1
27,14,checkout-6d9-a,222.9,9.1
27,14,checkout-6d9-b,226.9,8.2
27,15,checkout-6d9-a,240.6,6.9
27,15,checkout-6d9-b,220.2,10.9
27,16,checkout-6d9-a,263.6,8.7
27,16,checkout-6d9-b,263.9,8.5
27,17,checkout-6d9-a,331.5,11.8
27,17,checkout-6d9-b,307.7,12.3
27,18,checkout-6d9-a,354.5,12.1
27,18,checkout-6d9-b,347.3,12.3
27,19,checkout-6d9-a,386.5,13.6
27,19,checkout-6d9-b,399.9,14.3
27,20,checkout-6d9-a,399.1,10.3
27,20,checkout-6d9-b,390.4,14.3
27,21,checkout-6d9-a,391.4,11.9
27,21,checkout-6d9-b,399.6,14.3
27,22,checkout-6d9-a,363.0,12.9
27,22,checkout-6d9-b,374.1,12.8
27,23,checkout-6d9-a,299.2,8.7
27,23,checkout-6d9-b,321.8,14.3
28,0,checkout-6d9-a,123.2,4.3
28,0,checkout-6d9-b,141.6,5.5
28,1,checkout-6d9-a,140.8,7.5
28,1,checkout-6d9-b,126.8,5.0
28,2,checkout-6d9-a,143.3,7.3
28,2,checkout-6d9-b,135.4,5.4
28,3,checkout-6d9-a,124.8,6.0
28,3,checkout-6d9-b,134.1,5.9
28,4,checkout-6d9-a,133.0,2.3
28,4,checkout-6d9-b,138.9,6.8
28,5,checkout-6d9-a,139.3,7.3
28,5,checkout-6d9-b,136.1,5.5
28,6,checkout-6d9-a,165.0,4.7
28,6,checkout-6d9-b,151.6,7.0
28,7,checkout-6d9-a,170.8,6.8
28,7,checkout-6d9-b,146.7,5.2
28,8,checkout-6d9-a,168.2,5.6
28,8,checkout-6d9-b,173.3,8.5
28,9,checkout-6d9-a,199.2,8.8
28,9,checkout-6d9-b,192.6,6.8
28,10,checkout-6d9-a,230.2,9.2
28,10,checkout-6d9-b,222.9,8.6
28,11,checkout-6d9-a,229.3,8.0
28,11,checkout-6d9-b,204.4,8.0
28,12,checkout-6d9-a,221.5,8.5
28,12,checkout-6d9-b,209.3,7.1
28,13,checkout-6d9-a,218.0,8.5
28,13,checkout-6d9-b,217.1,8.9
28,14,checkout-6d9-a,227.9,10.4
28,14,checkout-6d9-b,200.8,10.0
28,15,checkout-6d9-a,239.9,7.3
28,15,checkout-6d9-b,236.1,11.0
28,16,checkout-6d9-a,269.4,8.4
28,16,checkout-6d9-b,274.2,11.3
28,17,checkout-6d9-a,306.5,10.6
28,17,checkout-6d9-b,304.9,7.5
28,18,checkout-6d9-a,366.9,10.9
28,18,checkout-6d9-b,352.4,10.9
28,19,checkout-6d9-a,402.7,13.5
28,19,checkout-6d9-b,392.8,13.3
28,20,checkout-6d9-a,418.6,14.1
28,20,checkout-6d9-b,403.0,13.0
28,21,checkout-6d9-a,409.5,12.1
28,21,checkout-6d9-b,384.6,11.8
28,22,checkout-6d9-a,356.4,13.0
28,22,checkout-6d9-b,344.0,9.9
28,23,checkout-6d9-a,323.2,11.6
28,23,checkout-6d9-b,325.5,13.6
29,0,checkout-6d9-a,148.3,6.7
29,0,checkout-6d9-b,139.1,7.6
29,1,checkout-6d9-a,140.6,7.8
29,1,checkout-6d9-b,153.0,4.7
29,2,checkout-6d9-a,151.3,6.7
29,2,checkout-6d9-b,158.8,4.0
29,3,checkout-6d9-a,159.9,6.2
29,3,checkout-6d9-b,146.7,6.9
29,4,checkout-6d9-a,155.5,8.1
29,4,checkout-6d9-b,140.3,4.2
29,5,checkout-6d9-a,144.4,4.0
29,5,checkout-6d9-b,143.3,3.5
29,6,checkout-6d9-a,174.3,4.4
29,6,checkout-6d9-b,157.4,2.6
29,7,checkout-6d9-a,169.9,7.0
29,7,checkout-6d9-b,172.9,6.4
29,8,checkout-6d9-a,196.5,6.9
29,8,checkout-6d9-b,184.6,9.8
29,9,checkout-6d9-a,217.1,7.9
29,9,checkout-6d9-b,221.2,7.1
29,10,checkout-6d9-a,246.4,6.9
29,10,checkout-6d9-b,224.7,10.2
29,11,checkout-6d9-a,250.0,7.2
29,11,checkout-6d9-b,244.3,8.4
29,12,checkout-6d9-a,253.1,8.7
29,12,checkout-6d9-b,246.7,10.9
29,13,checkout-6d9-a,235.0,10.7
29,13,checkout-6d9-b,246.5,7.5
29,14,checkout-6d9-a,248.3,9.0
29,14,checkout-6d9-b,249.0,9.0
29,15,checkout-6d9-a,267.9,8.6
29,15,checkout-6d9-b,263.5,9.9
29,16,checkout-6d9-a,303.9,13.0
29,16,checkout-6d9-b,304.6,10.6
29,17,checkout-6d9-a,357.8,14.8
29,17,checkout-6d9-b,330.4,11.1
29,18,checkout-6d9-a,400.5,12.7
29,18,checkout-6d9-b,404.3,13.9
29,19,checkout-6d9-a,431.4,13.9
29,19,checkout-6d9-b,447.7,13.2
29,20,checkout-6d9-a,461.7,14.2
29,20,checkout-6d9-b,452.8,16.4
29,21,checkout-6d9-a,423.6,14.2
29,21,checkout-6d9-b,437.7,15.3
29,22,checkout-6d9-a,396.0,11.9
29,22,checkout-6d9-b,402.3,16.9
29,23,checkout-6d9-a,338.7,11.6
29,23,checkout-6d9-b,341.5,11.4
30,0,checkout-6d9-a,153.0,6.6
30,0,checkout-6d9-b,153.0,6.5
30,1,checkout-6d9-a,141.7,5.2
30,1,checkout-6d9-b,151.4,4.8
30,2,checkout-6d9-a,154.5,4.6
30,2,checkout-6d9-b,163.5,9.6
30,3,checkout-6d9-a,151.4,6.7
30,3,checkout-6d9-b,147.4,8.3
30,4,checkout-6d9-a,161.4,6.9
30,4,checkout-6d9-b,165.7,8.1
30,5,checkout-6d9-a,147.2,4.4
30,5,checkout-6d9-b,152.7,5.8
30,6,checkout-6d9-a,164.7,7.6
30,6,checkout-6d9-b,167.4,5.9
30,7,checkout-6d9-a,168.9,6.2
30,7,checkout-6d9-b,174.8,8.0
30,8,checkout-6d9-a,206.3,8.6
30,8,checkout-6d9-b,199.0,7.3
30,9,checkout-6d9-a,198.2,8.3
30,9,checkout-6d9-b,217.0,8.7
30,10,checkout-6d9-a,236.5,7.5
30,10,checkout-6d9-b,227.3,7.7
30,11,checkout-6d9-a,231.8,8.5
30,11,checkout-6d9-b,249.1,8.9
30,12,checkout-6d9-a,245.4,7.8
30,12,checkout-6d9-b,240.1,10.4
30,13,checkout-6d9-a,230.1,7.5
30,13,checkout-6d9-b,248.9,7.0
30,14,checkout-6d9-a,254.0,12.8
30,14,checkout-6d9-b,257.9,11.0
30,15,checkout-6d9-a,256.6,8.9
30,15,checkout-6d9-b,261.6,6.9
30,16,checkout-6d9-a,299.5,9.0
30,16,checkout-6d9-b,309.0,12.5
30,17,checkout-6d9-a,350.2,11.3
30,17,checkout-6d9-b,341.9,13.1
30,18,checkout-6d9-a,388.8,13.7
30,18,checkout-6d9-b,404.6,12.9
30,19,checkout-6d9-a,446.5,15.1
30,19,checkout-6d9-b,439.7,16.9
30,20,checkout-6d9-a,459.9,14.1
30,20,checkout-6d9-b,455.4,13.6
30,21,checkout-6d9-a,430.9,15.1
30,21,checkout-6d9-b,429.2,17.0
30,22,checkout-6d9-a,393.9,16.0
30,22,checkout-6d9-b,402.2,12.3
30,23,checkout-6d9-a,342.6,9.5
30,23,checkout-6d9-b,347.1,10.4
